558	Spider-Man 2	2004-06-25	"28,12,14"	en	"en,ru,zh"	200000000	783766341	127	35.149586	6.7	1	2004	6	6	583766341
68721	Iron Man 3	2013-04-18	"28,12,878"	en	en	200000000	1215439994	130	77.68208	6.8	1	2013	4	5	1015439994
12155	Alice in Wonderland	2010-03-03	"10751,14,12"	en	en	200000000	1025491110	108	78.530105	6.4	0	2010	3	4	825491110
36668	X-Men: The Last Stand	2006-05-24	"12,28,878,53"	en	en	210000000	459359555	104	3.857526	6.3	0	2006	5	4	249359555
62211	Monsters University	2013-06-20	"1,610,751"	en	en	200000000	743559607	104	89.186492	7	0	2013	6	5	543559607
8373	Transformers: Revenge of the Fallen	2009-06-19	"878,28,12"	en	"en,es"	150000000	836297228	150	21.939663	6	1	2009	6	6	686297228
91314	Transformers: Age of Extinction	2014-06-25	"878,28,12"	en	en	210000000	1091405097	165	116.840296	5.8	1	2014	6	4	881405097
68728	Oz: The Great and Powerful	2013-03-07	"14,12,10751"	en	en	200000000	491868548	130	46.985445	5.7	1	2013	3	5	291868548
102382	The Amazing Spider-Man 2	2014-04-16	"28,12,14"	en	en	200000000	705717432	142	89.270217	6.5	1	2014	4	4	505717432
20526	TRON: Legacy	2010-12-10	"12,28,878"	en	en	170000000	400062763	125	73.79505	6.3	1	2010	12	6	230062763
49013	Cars 2	2011-06-11	"16,10751,12,35"	en	"en,ja,it,fr"	200000000	559852396	106	49.98659	5.8	0	2011	6	7	359852396
44912	Green Lantern	2011-06-16	"12,28,53,878"	en	en	200000000	219851172	114	51.872839	5.1	0	2011	6	5	19851172
10193	Toy Story 3	2010-06-16	"16,10751,35"	en	"en,es"	200000000	1066969703	103	59.995418	7.6	0	2010	6	4	866969703
534	Terminator Salvation	2009-05-20	"28,878,53"	en	"en,it"	200000000	371353001	115	71.862892	5.9	0	2009	5	4	171353001
168259	Furious 7	2015-04-01	28	en	en	190000000	1506249360	137	102.322217	7.3	1	2015	4	4	1316249360
72190	World War Z	2013-06-20	"28,18,27,878,53"	en	en	200000000	531865000	116	81.834855	6.7	0	2013	6	5	331865000
127585	X-Men: Days of Future Past	2014-05-15	"28,12,14,878"	en	en	250000000	747862775	131	118.078691	7.5	1	2014	5	5	497862775
54138	Star Trek Into Darkness	2013-05-05	"28,12,878"	en	en	190000000	467365246	132	78.291018	7.4	1	2013	5	1	277365246
81005	Jack the Giant Slayer	2013-02-27	"28,10751,14"	en	en	195000000	197687603	114	43.349855	5.5	0	2013	2	4	2687603
64682	The Great Gatsby	2013-05-10	"1,810,749"	en	en	105000000	351040419	143	61.196071	7.3	1	2013	5	6	246040419
9543	Prince of Persia: The Sands of Time	2010-05-19	"12,14,28,10749"	en	en	150000000	335154643	116	62.169881	6.2	0	2010	5	4	185154643
68726	Pacific Rim	2013-07-11	"28,878,12"	en	en	180000000	407602906	131	56.523205	6.7	1	2013	7	5	227602906
38356	Transformers: Dark of the Moon	2011-06-28	"28,878,12"	en	en	195000000	1123746996	154	28.529607	6.1	1	2011	6	3	928746996
217	Indiana Jones and the Kingdom of the Crystal Skull	2008-05-21	"12,28"	en	"en,de,ru"	185000000	786636033	122	75.674458	5.7	1	2008	5	4	601636033
105864	The Good Dinosaur	2015-11-14	"12,16,10751"	en	en	175000000	331926147	93	51.692953	6.6	0	2015	11	7	156926147
62177	Brave	2012-06-21	"16,12,35,10751,28,14"	en	en	185000000	538983207	93	125.114374	6.7	0	2012	6	5	353983207
188927	Star Trek Beyond	2016-07-07	"28,12,878"	en	en	185000000	343471816	122	65.352913	6.6	1	2016	7	5	158471816
10681	WALL·E	2008-06-22	"1,610,751"	en	en	180000000	521311860	98	66.390712	7.8	0	2008	6	1	341311860
5174	Rush Hour 3	2007-08-08	"28,35,80,53"	en	"la,en,fr,ja,zh"	140000000	258022233	91	22.57178	6.1	0	2007	8	4	118022233
14161	2012	2009-10-10	"28,12,878"	en	"en,fr,hi,it,la,zh,pt,ru,bo"	200000000	769653595	158	45.274225	5.6	1	2009	10	7	569653595
17979	A Christmas Carol	2009-11-04	"16,18"	en	en	200000000	325233863	96	39.744242	6.6	0	2009	11	4	125233863
76757	Jupiter Ascending	2015-02-04	"878,14,28,12"	en	en	176000003	183987723	124	85.36908	5.2	1	2015	2	4	7987720
258489	The Legend of Tarzan	2016-06-29	"28,12"	en	en	180000000	356743061	109	42.741719	5.5	0	2016	6	4	176743061
411	"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"	2005-12-07	"12,10751,14"	en	"en,de"	180000000	748806957	143	67.391328	6.7	1	2005	12	4	568806957
246655	X-Men: Apocalypse	2016-05-18	878	en	en	178000000	543934787	144	139.272042	6.4	1	2016	5	4	365934787
155	The Dark Knight	2008-07-16	"18,28,80,53"	en	"en,zh"	185000000	1004558444	152	187.322927	8.2	1	2008	7	4	819558444
14160	Up	2009-05-13	"16,35,10751,12"	en	en	175000000	735099082	96	92.201962	7.7	0	2009	5	4	560099082
15512	Monsters vs Aliens	2009-03-19	"16,10751,12,878"	en	en	175000000	381509870	94	36.167578	6	0	2009	3	5	206509870
1726	Iron Man	2008-04-30	"28,878,12"	en	"en,fa,ur,ar"	140000000	585174222	126	120.725053	7.4	1	2008	4	4	445174222
44826	Hugo	2011-11-22	"12,18,10751"	en	en	170000000	185770160	126	32.319043	7	1	2011	11	3	15770160
8487	Wild Wild West	1999-06-29	"28,12,35,878,37"	en	en	170000000	222104681	106	40.748915	5.1	0	1999	6	3	52104681
1735	The Mummy: Tomb of the Dragon Emperor	2008-07-01	"12,28,14"	en	"en,zh,sa"	145000000	401128639	112	60.034162	5.2	0	2008	7	3	256128639
297761	Suicide Squad	2016-08-02	"28,12,80,14,878"	en	en	175000000	745000000	123	90.23792	5.9	1	2016	8	3	570000000
2698	Evan Almighty	2007-06-09	"14,35,10751"	en	en	175000000	173000000	96	27.082182	5.3	0	2007	6	7	-2000000
137113	Edge of Tomorrow	2014-05-27	"28,878"	en	en	178000000	370541256	113	79.456485	7.6	0	2014	5	3	192541256
9804	Waterworld	1995-07-28	"12,28"	en	"en,de,es"	175000000	264218220	135	44.640292	5.9	1	1995	7	6	89218220
14869	G.I. Joe: The Rise of Cobra	2009-08-04	"12,28,53,878"	en	"en,fr,gd"	175000000	302469017	118	32.852443	5.6	0	2009	8	3	127469017
150540	Inside Out	2015-06-09	"18,35,16,10751"	en	en	175000000	857611174	94	128.655964	8	0	2015	6	3	682611174
278927	The Jungle Book	2016-04-07	"10751,12,18,14"	en	en	175000000	966550600	106	94.199316	6.7	0	2016	4	5	791550600
10138	Iron Man 2	2010-04-28	"12,28,878"	en	"en,ru,fr"	200000000	623933331	124	77.300194	6.6	1	2010	4	4	423933331
58595	Snow White and the Huntsman	2012-05-30	"12,14,18"	en	en	170000000	396600000	127	77.178973	5.8	1	2012	5	4	226600000
102651	Maleficent	2014-05-28	"14,12,28,10751,10749"	en	en	180000000	758539785	97	110.620647	7	0	2014	5	4	578539785
119450	Dawn of the Planet of the Apes	2014-06-26	"878,28,18,53"	en	en	170000000	710644566	130	243.791743	7.3	1	2014	6	5	540644566
79698	The Lovers	2015-02-13	"28,12,878,10749"	en	en	27000000	83953919	109	2.418535	4.8	0	2015	2	6	56953919
64686	47 Ronin	2013-12-06	"18,28,12,14"	en	"en,ja"	175000000	150962475	119	41.796339	5.9	0	2013	12	6	-24037525
100402	Captain America: The Winter Soldier	2014-03-20	"28,12,878"	en	en	170000000	714766572	136	72.225265	7.6	1	2014	3	5	544766572
10192	Shrek Forever After	2010-05-16	"35,12,14,16,10751"	en	en	165000000	752600867	93	44.041186	6	0	2010	5	1	587600867
158852	Tomorrowland	2015-05-19	"12,107,519,648,878"	en	en	190000000	209154322	130	130.311355	6.2	1	2015	5	3	19154322
177572	Big Hero 6	2014-10-24	"12,10751,16,28,35"	en	en	165000000	652105443	102	203.73459	7.8	0	2014	10	6	487105443
82690	Wreck-It Ralph	2012-11-01	"10751,16,35,12"	en	en	165000000	471222889	108	62.341073	7.1	0	2012	11	5	306222889
5255	The Polar Express	2004-11-10	"12,16,10751,14"	en	en	165000000	305875730	100	47.323228	6.4	0	2004	11	4	140875730
47933	Independence Day: Resurgence	2016-06-22	"28,12,878"	en	en	165000000	389681935	120	48.775723	4.9	1	2016	6	4	224681935
10191	How to Train Your Dragon	2010-03-05	"14,12,16,10751"	en	en	165000000	494878759	98	67.263269	7.5	0	2010	3	6	329878759
296	Terminator 3: Rise of the Machines	2003-07-02	"28,53,878"	en	en	200000000	435000000	109	69.405188	5.9	0	2003	7	4	235000000
118340	Guardians of the Galaxy	2014-07-30	"28,878,12"	en	en	170000000	773328629	121	481.098624	7.9	1	2014	7	4	603328629
157336	Interstellar	2014-11-05	"12,18,878"	en	en	165000000	675120017	169	724.247784	8.1	1	2014	11	4	510120017
27205	Inception	2010-07-14	"28,53,878,9648,12"	en	"en,ja,fr"	160000000	825532764	148	167.58371	8.1	1	2010	7	4	665532764
315011	Shin Godzilla	2016-07-29	"28,12,18,27,878"	ja	"it,de,en,ja"	15000000	77000000	120	9.476999	6.5	1	2016	7	6	62000000
49051	The Hobbit: An Unexpected Journey	2012-11-26	"12,14,28"	en	en	250000000	1021103568	169	108.849621	7	1	2012	11	2	771103568
9799	The Fast and the Furious	2001-06-22	"28,80,53"	en	en	38000000	207283925	106	6.909942	6.6	0	2001	6	6	169283925
4922	The Curious Case of Benjamin Button	2008-11-24	"14,18,53,9648,10749"	en	en	150000000	333932083	166	60.269279	7.3	1	2008	11	2	183932083
49538	X-Men: First Class	2011-05-24	"28,878,12"	en	"de,en,es,fr,ru"	160000000	353624124	132	3.195174	7.1	1	2011	5	3	193624124
131634	The Hunger Games: Mockingjay - Part 2	2015-11-18	"28,12,878"	en	en	160000000	653428261	137	127.284427	6.6	1	2015	11	4	493428261
27022	The Sorcerer's Apprentice	2010-07-13	"14,12,28,35,18"	en	en	150000000	215283742	109	35.580815	5.8	0	2010	7	3	65283742
503	Poseidon	2006-05-12	"12,28,18,53"	en	"en,es"	160000000	181674817	99	21.133748	5.5	0	2006	5	6	21674817
241259	Alice Through the Looking Glass	2016-05-25	14	en	en	170000000	299370084	113	56.268916	6.5	0	2016	5	4	129370084
810	Shrek the Third	2007-05-17	"14,12,16,35,10751"	en	fr	160000000	798958165	93	42.986467	6	0	2007	5	5	638958165
68735	Warcraft	2016-05-25	"28,12,14"	en	en	160000000	433677183	123	63.148529	6.3	1	2016	5	4	273677183
87101	Terminator Genisys	2015-06-23	"878,28,53,12"	en	en	155000000	440603537	126	202.042635	5.8	1	2015	6	3	285603537
10140	The Chronicles of Narnia: The Voyage of the Dawn Treader	2010-08-13	"12,10751,14"	en	en	155000000	415686217	113	49.661984	6.2	0	2010	8	6	260686217
676	Pearl Harbor	2001-05-21	"361,074,910,752"	en	"fr,en,ja"	140000000	449220945	183	34.20669	6.6	1	2001	5	2	309220945
1858	Transformers	2007-06-27	"12,878,28"	en	"es,en"	150000000	709709780	144	25.468493	6.6	1	2007	6	4	559709780
1966	Alexander	2004-11-21	"10752,36,28,12,18,10749"	en	en	155000000	167298192	175	39.019229	5.6	1	2004	11	1	12298192
675	Harry Potter and the Order of the Phoenix	2007-06-28	"12,14,10751,9648"	en	en	150000000	938212738	138	78.144395	7.4	1	2007	6	5	788212738
674	Harry Potter and the Goblet of Fire	2005-11-05	"12,14,10751"	en	"en,fr"	150000000	895921036	157	101.250416	7.5	1	2005	11	7	745921036
8960	Hancock	2008-07-01	"14,28"	en	"en,ja"	150000000	624029371	92	56.758411	6.2	0	2008	7	3	474029371
6479	I Am Legend	2007-12-14	"18,27,28,53,878"	en	en	150000000	585349010	101	70.867401	6.9	0	2007	12	6	435349010
118	Charlie and the Chocolate Factory	2005-07-13	"12,35,10751,14"	en	en	150000000	474968763	115	53.905592	6.7	0	2005	7	4	324968763
2062	Ratatouille	2007-06-22	"16,35,10751,14"	en	en	150000000	623722818	111	65.677399	7.5	0	2007	6	6	473722818
272	Batman Begins	2005-06-10	"28,80,18"	en	"en,ur,zh"	150000000	374218673	140	115.040024	7.5	1	2005	6	6	224218673
10527	Madagascar: Escape 2 Africa	2008-10-30	"10751,16"	en	"en,it,th"	150000000	603900354	89	44.141021	6.2	0	2008	10	5	453900354
18360	Night at the Museum: Battle of the Smithsonian	2009-05-20	"12,14,28,35,10751"	en	en	150000000	413106170	105	81.781591	5.9	0	2009	5	4	263106170
2080	X-Men Origins: Wolverine	2009-04-28	"12,28,53,878"	en	en	150000000	373062864	107	5.954334	6.2	0	2009	4	3	223062864
605	The Matrix Revolutions	2003-11-05	"12,28,53,878"	en	"en,fr"	150000000	424988211	129	73.313918	6.4	1	2003	11	4	274988211
109445	Frozen	2013-11-27	"16,12,10751"	en	en	150000000	1274219009	102	165.125366	7.3	0	2013	11	4	1124219009
604	The Matrix Reloaded	2003-05-15	"12,28,53,878"	en	en	150000000	738599701	138	70.78591	6.7	1	2003	5	5	588599701
76338	Thor: The Dark World	2013-10-29	"28,12,14"	en	en	170000000	644571402	112	99.499595	6.8	0	2013	10	3	474571402
76341	Mad Max: Fury Road	2015-05-13	"28,12,878,53"	en	en	150000000	378858340	120	434.278564	7.2	1	2015	5	4	228858340
13448	Angels & Demons	2009-05-13	"539,648"	en	"en,it,la,fr,de,zh"	150000000	356613439	138	67.447636	6.5	1	2009	5	4	206613439
10195	Thor	2011-04-21	"12,14,28"	en	en	150000000	449326618	115	86.493424	6.6	0	2011	4	5	299326618
13053	Bolt	2008-11-21	"16,10751,12,35"	en	en	150000000	309979994	98	41.845878	6.3	0	2008	11	6	159979994
19585	G-Force	2009-07-21	"14,28,12,10751,35"	en	en	150000000	292817841	88	26.710398	5.1	0	2009	7	3	142817841
57165	Wrath of the Titans	2012-03-27	12	en	en	150000000	301000000	99	44.927635	5.5	0	2012	3	3	151000000
62213	Dark Shadows	2012-05-08	"35,14"	en	en	150000000	245527149	113	50.306728	5.7	0	2012	5	3	95527149
177677	Mission: Impossible - Rogue Nation	2015-07-23	"28,12,53"	en	"de,en,sv"	150000000	682330139	131	114.522237	7.1	1	2015	7	5	532330139
7978	The Wolfman	2010-02-11	"18,27,53"	en	en	150000000	83953919	102	21.214571	5.5	0	2010	2	5	-66046081
5559	Bee Movie	2007-10-28	"10751,16,12,35"	en	en	150000000	287594577	91	29.332905	5.7	0	2007	10	1	137594577
49444	Kung Fu Panda 2	2011-05-25	"1,610,751"	en	en	150000000	665692281	91	51.247321	6.7	0	2011	5	4	515692281
10196	The Last Airbender	2010-06-30	"28,12,10751,14"	en	en	150000000	318502923	103	33.769336	4.7	0	2010	6	4	168502923
956	Mission: Impossible III	2006-05-03	"12,28,53"	en	"de,en,it,zh,cs,cn"	150000000	397850012	126	63.079003	6.5	1	2006	5	4	247850012
117251	White House Down	2013-06-27	"28,18,53"	en	en	150000000	205366737	131	39.004588	6.4	1	2013	6	5	55366737
50321	Mars Needs Moms	2011-03-09	"12,16,10751"	en	en	150000000	38992758	88	12.362599	5.5	0	2011	3	4	-111007242
11619	Flushed Away	2006-10-22	"12,16,35,10751"	en	en	149000000	64459316	85	22.550135	6	0	2006	10	1	-84540684
266647	Pan	2015-09-24	"12,10751,14"	en	en	150000000	128388320	111	48.03528	5.9	0	2015	9	5	-21611680
82703	Mr. Peabody & Sherman	2014-02-07	"16,12,10751"	en	en	145000000	272912430	92	38.73494	6.7	0	2014	2	6	127912430
652	Troy	2004-05-13	"12,18,10752"	en	en	175000000	497409852	163	66.803149	6.9	1	2004	5	5	322409852
80321	Madagascar 3: Europe's Most Wanted	2012-06-06	"1,610,751"	en	"en,es,th"	145000000	746921274	93	44.989192	6.4	0	2012	6	4	601921274
36669	Die Another Day	2002-11-17	"12,28,53"	en	"en,ko,cn,de,es,is,it"	140000000	431971116	133	54.159392	5.8	1	2002	11	1	291971116
43074	Ghostbusters	2016-07-14	"28,14,35"	en	en	144000000	229147509	116	66.21806	5.3	0	2016	7	5	85147509
95	Armageddon	1998-07-01	"28,53,878,12"	en	"en,ru"	140000000	553799566	151	58.485967	6.4	1	1998	7	4	413799566
608	Men in Black II	2002-07-03	"28,12,35,878"	en	en	140000000	441818803	88	91.332849	6	0	2002	7	4	301818803
2310	Beowulf	2007-11-05	"12,28,16"	en	en	70000000	195735876	115	35.601665	5.5	0	2007	11	2	125735876
140300	Kung Fu Panda 3	2016-01-23	"28,12,16,35,10751"	en	en	145000000	521170825	95	56.747978	6.7	0	2016	1	7	376170825
56292	Mission: Impossible - Ghost Protocol	2011-12-07	"28,53,12"	en	"en,ru,fr,ar,sv"	145000000	694713380	133	77.77477	6.8	1	2011	12	4	549713380
81188	Rise of the Guardians	2012-11-21	"14,16,10751"	en	"fr,en"	145000000	306941670	97	61.788035	7.1	0	2012	11	4	161941670
7552	Fun with Dick and Jane	2005-12-21	35	en	en	100000000	202026112	90	25.159168	5.9	0	2005	12	4	102026112
616	The Last Samurai	2003-12-05	"18,28,10752,36"	en	"en,ja"	140000000	456758981	154	52.341226	7.3	1	2003	12	6	316758981
147441	Exodus: Gods and Kings	2014-12-03	"12,18,28"	en	en	140000000	268031828	150	101.599427	5.6	1	2014	12	4	128031828
13475	Star Trek	2009-05-06	"878,28,12"	en	en	150000000	385680446	127	73.616808	7.4	1	2009	5	4	235680446
557	Spider-Man	2002-05-01	"14,28"	en	en	139000000	821708551	121	82.502566	6.8	1	2002	5	4	682708551
82702	How to Train Your Dragon 2	2014-06-12	"14,28,12,16,35,10751"	en	en	145000000	609123048	102	100.21391	7.6	0	2014	6	5	464123048
205584	Gods of Egypt	2016-02-25	14	en	en	140000000	150680864	127	56.257249	5.3	1	2016	2	5	10680864
10048	Stealth	2005-07-28	28	en	"en,de,ko,ru,es"	135000000	76932943	121	17.88953	4.9	1	2005	7	5	-58067057
13183	Watchmen	2009-03-05	"289,648,878"	en	en	130000000	185258983	163	64.798873	7	1	2009	3	5	55258983
944	Lethal Weapon 4	1998-07-10	"28,12,35,80,53"	en	"en,cn,zh"	140000000	285444603	127	24.855701	6.3	1	1998	7	6	145444603
1927	Hulk	2003-06-19	"18,28,878"	en	"en,es"	137000000	245360480	138	34.981698	5.3	1	2003	6	5	108360480
72559	G.I. Joe: Retaliation	2013-03-26	"12,28,878,53"	en	en	130000000	371876278	110	59.325589	5.4	0	2013	3	3	241876278
7364	Sahara	2005-04-06	"28,12,35,18,9648"	en	"en,fr,ar"	130000000	119269486	124	21.605568	5.7	1	2005	4	4	-10730514
2114	Final Fantasy: The Spirits Within	2001-07-02	"12,28,16,14,878,53"	en	en	137000000	85131830	106	26.074908	5.9	0	2001	7	2	-51868170
1771	Captain America: The First Avenger	2011-07-22	"28,12,878"	en	"fr,no,en"	140000000	370569774	124	74.506246	6.6	1	2011	7	6	230569774
36643	The World Is Not Enough	1999-11-08	"12,28,53"	en	"en,ru"	135000000	361832400	128	39.604363	6	1	1999	11	2	226832400
8619	Master and Commander: The Far Side of the World	2003-11-14	12	en	"fr,pt,en"	150000000	212011111	138	36.973031	6.9	1	2003	11	6	62011111
50620	The Twilight Saga: Breaking Dawn - Part 2	2012-11-13	"12,14,18,10749"	en	en	120000000	829000000	115	99.687084	6.1	0	2012	11	3	709000000
65759	Happy Feet Two	2011-11-17	"16,35,10751"	en	en	130000000	150406466	100	17.7735	5.8	0	2011	11	5	20406466
1724	The Incredible Hulk	2008-06-12	"878,28,12"	en	"pt,es,en"	150000000	163712074	114	62.898336	6.1	0	2008	6	5	13712074
267935	The BFG	2016-06-01	"12,10751,14"	en	en	140000000	183345589	120	44.19092	6	1	2016	6	4	43345589
281957	The Revenant	2015-12-25	"37,18,12,53"	en	"en,fr"	135000000	532950503	156	100.635882	7.3	1	2015	12	6	397950503
77950	Turbo	2013-07-11	"1,610,751"	en	en	135000000	282570682	96	44.765377	6.1	0	2013	7	5	147570682
44896	Rango	2011-03-02	"16,35,10751,37,12"	en	en	135000000	245724603	107	29.91353	6.6	0	2011	3	4	110724603
270946	Penguins of Madagascar	2014-11-22	"10751,16,12,35"	en	en	132000000	373552094	92	84.366984	6.5	0	2014	11	7	241552094
2503	The Bourne Ultimatum	2007-08-03	"28,18,9648,53"	en	"en,fr,ar,ru,es"	70000000	442824138	115	45.381501	7.3	0	2007	8	6	372824138
9502	Kung Fu Panda	2008-06-04	"12,16,10751,35"	en	en	130000000	631744560	90	84.689648	6.9	0	2008	6	4	501744560
102899	Ant-Man	2015-07-14	"878,28,12"	en	en	130000000	519311965	117	120.09361	7	0	2015	7	3	389311965
101299	The Hunger Games: Catching Fire	2013-11-15	"12,28,878"	en	en	130000000	847423452	146	76.310119	7.4	1	2013	11	6	717423452
228161	Home	2015-03-18	"14,35,16,878,10751"	en	en	135000000	368871007	94	63.473086	6.8	0	2015	3	4	233871007
74	War of the Worlds	2005-06-28	"12,53,878"	en	en	132000000	591739379	116	48.572726	6.2	0	2005	6	3	459739379
8961	Bad Boys II	2003-07-18	"12,28,35,53,80"	en	"en,es"	130000000	273339556	147	38.068736	6.3	1	2003	7	6	143339556
417859	Puss in Boots	2011-10-28	"28,12,16,10751,14"	en	"es,en"	130000000	554987477	90	20.678787	6.4	0	2011	10	6	424987477
27576	Salt	2010-07-21	"28,9648,53"	en	"en,ru,ko"	110000000	293329073	100	48.829437	6.2	0	2010	7	4	183329073
86834	Noah	2014-03-20	"18,12"	en	en	125000000	362637473	139	46.115758	5.6	1	2014	3	5	237637473
17578	The Adventures of Tintin	2011-10-25	"12,16,9648"	en	en	130000000	371940071	107	89.938296	6.7	0	2011	10	3	241940071
673	Harry Potter and the Prisoner of Azkaban	2004-05-31	"12,14,10751"	en	en	130000000	789804554	141	79.679601	7.7	1	2004	5	2	659804554
6972	Australia	2008-11-18	18	en	"en,ja"	130000000	49554002	165	28.840997	6.3	1	2008	11	3	-80445998
82700	After Earth	2013-05-30	"878,28,12"	en	en	130000000	243843127	100	42.840582	5	0	2013	5	5	113843127
10567	Dinosaur	2000-05-19	"1,610,751"	en	en	127500000	354248063	82	26.548594	6.2	0	2000	5	6	226748063
181533	Night at the Museum: Secret of the Tomb	2014-12-17	"12,35,14,10751"	en	en	127000000	349424282	97	115.597753	6.1	0	2014	12	4	222424282
38055	Megamind	2010-10-28	"16,28,35,10751,878"	en	en	130000000	321887208	95	68.757242	6.7	0	2010	10	5	191887208
671	Harry Potter and the Philosopher's Stone	2001-11-16	"12,14,10751"	en	en	125000000	976475550	152	109.984351	7.5	1	2001	11	6	851475550
49524	R.I.P.D.	2013-07-18	"14,28,35,80"	en	en	130000000	61648500	96	39.448066	5.4	0	2013	7	5	-68351500
22	Pirates of the Caribbean: The Curse of the Black Pearl	2003-07-09	"12,14,28"	en	en	140000000	655011224	143	271.972889	7.5	1	2003	7	4	515011224
131631	The Hunger Games: Mockingjay - Part 1	2014-11-18	"878,12,53"	en	en	125000000	752100229	123	206.227151	6.6	1	2014	11	3	627100229
591	The Da Vinci Code	2006-05-17	"539,648"	en	"en,fr,la,es"	125000000	767820459	149	45.313197	6.5	1	2006	5	4	642820459
172385	Rio 2	2014-03-19	"16,12,35,10751"	en	"en,pt"	103000000	500188435	102	42.40024	6.3	0	2014	3	4	397188435
36658	X2	2003-04-24	"12,28,878,53"	en	"en,de,it"	110000000	407711549	133	2.871739	6.8	1	2003	4	5	297711549
51497	Fast Five	2011-04-20	"28,53,80"	en	"en,es,pt,it"	125000000	626137675	130	7.255718	7.1	1	2011	4	4	501137675
58574	Sherlock Holmes: A Game of Shadows	2011-11-22	"12,28,80,9648"	en	en	125000000	334615000	129	81.499621	7	1	2011	11	3	209615000
18823	Clash of the Titans	2010-04-01	"12,14,28"	en	en	125000000	232713139	106	47.686442	5.6	0	2010	4	5	107713139
