254	King Kong	12/14/05	"12,18,28"	en	en	207000000	550000000	187	61.22601	6.6	1	2005	December	Wed	343000000
597	Titanic	11/18/97	"18,10749,53"	en	"en,fr,de,sv,it,ru"	200000000	1845034188	194	100.025899	7.5	1	1997	November	Tue	1645034188
271110	Captain America: Civil War	4/27/16	"12,28,878"	en	"ro,en,de,ru"	250000000	1153304495	147	198.372395	7.1	1	2016	April	Wed	903304495
44833	Battleship	4/11/12	"53,28,12,878"	en	"en,th"	209000000	303025485	131	64.928382	5.5	1	2012	April	Wed	94025485
135397	Jurassic World	6/9/15	"28,12,878,53"	en	en	150000000	1513528810	124	418.708552	6.5	1	2015	June	Tue	1363528810
37724	Skyfall	10/25/12	"28,12,53"	en	en	200000000	1108561013	143	93.004993	6.9	1	2012	October	Thu	908561013
558	Spider-Man 2	6/25/04	"28,12,14"	en	"en,ru,zh"	200000000	783766341	127	35.149586	6.7	1	2004	June	Fri	583766341
68721	Iron Man 3	4/18/13	"28,12,878"	en	en	200000000	1215439994	130	77.68208	6.8	1	2013	April	Thu	1015439994
12155	Alice in Wonderland	3/3/10	"10751,14,12"	en	en	200000000	1025491110	108	78.530105	6.4	0	2010	March	Wed	825491110
36668	X-Men: The Last Stand	5/24/06	"12,28,878,53"	en	en	210000000	459359555	104	3.857526	6.3	0	2006	May	Wed	249359555
62211	Monsters University	6/20/13	"1,610,751"	en	en	200000000	743559607	104	89.186492	7	0	2013	June	Thu	543559607
8373	Transformers: Revenge of the Fallen	6/19/09	"878,28,12"	en	"en,es"	150000000	836297228	150	21.939663	6	1	2009	June	Fri	686297228
91314	Transformers: Age of Extinction	6/25/14	"878,28,12"	en	en	210000000	1091405097	165	116.840296	5.8	1	2014	June	Wed	881405097
68728	Oz: The Great and Powerful	3/7/13	"14,12,10751"	en	en	200000000	491868548	130	46.985445	5.7	1	2013	March	Thu	291868548
102382	The Amazing Spider-Man 2	4/16/14	"28,12,14"	en	en	200000000	705717432	142	89.270217	6.5	1	2014	April	Wed	505717432
20526	TRON: Legacy	12/10/10	"12,28,878"	en	en	170000000	400062763	125	73.79505	6.3	1	2010	December	Fri	230062763
49013	Cars 2	6/11/11	"16,10751,12,35"	en	"en,ja,it,fr"	200000000	559852396	106	49.98659	5.8	0	2011	June	Sat	359852396
44912	Green Lantern	6/16/11	"12,28,53,878"	en	en	200000000	219851172	114	51.872839	5.1	0	2011	June	Thu	19851172
10193	Toy Story 3	6/16/10	"16,10751,35"	en	"en,es"	200000000	1066969703	103	59.995418	7.6	0	2010	June	Wed	866969703
534	Terminator Salvation	5/20/09	"28,878,53"	en	"en,it"	200000000	371353001	115	71.862892	5.9	0	2009	May	Wed	171353001
168259	Furious 7	4/1/15	28	en	en	190000000	1506249360	137	102.322217	7.3	1	2015	April	Wed	1316249360
72190	World War Z	6/20/13	"28,18,27,878,53"	en	en	200000000	531865000	116	81.834855	6.7	0	2013	June	Thu	331865000
127585	X-Men: Days of Future Past	5/15/14	"28,12,14,878"	en	en	250000000	747862775	131	118.078691	7.5	1	2014	May	Thu	497862775
54138	Star Trek Into Darkness	5/5/13	"28,12,878"	en	en	190000000	467365246	132	78.291018	7.4	1	2013	May	Sun	277365246
81005	Jack the Giant Slayer	2/27/13	"28,10751,14"	en	en	195000000	197687603	114	43.349855	5.5	0	2013	February	Wed	2687603
64682	The Great Gatsby	5/10/13	"1,810,749"	en	en	105000000	351040419	143	61.196071	7.3	1	2013	May	Fri	246040419
9543	Prince of Persia: The Sands of Time	5/19/10	"12,14,28,10749"	en	en	150000000	335154643	116	62.169881	6.2	0	2010	May	Wed	185154643
68726	Pacific Rim	7/11/13	"28,878,12"	en	en	180000000	407602906	131	56.523205	6.7	1	2013	July	Thu	227602906
38356	Transformers: Dark of the Moon	6/28/11	"28,878,12"	en	en	195000000	1123746996	154	28.529607	6.1	1	2011	June	Tue	928746996
217	Indiana Jones and the Kingdom of the Crystal Skull	5/21/08	"12,28"	en	"en,de,ru"	185000000	786636033	122	75.674458	5.7	1	2008	May	Wed	601636033
105864	The Good Dinosaur	11/14/15	"12,16,10751"	en	en	175000000	331926147	93	51.692953	6.6	0	2015	November	Sat	156926147
62177	Brave	6/21/12	"16,12,35,10751,28,14"	en	en	185000000	538983207	93	125.114374	6.7	0	2012	June	Thu	353983207
188927	Star Trek Beyond	7/7/16	"28,12,878"	en	en	185000000	343471816	122	65.352913	6.6	1	2016	July	Thu	158471816
10681	WALL·E	6/22/08	"1,610,751"	en	en	180000000	521311860	98	66.390712	7.8	0	2008	June	Sun	341311860
5174	Rush Hour 3	8/8/07	"28,35,80,53"	en	"la,en,fr,ja,zh"	140000000	258022233	91	22.57178	6.1	0	2007	August	Wed	118022233
14161	2012	10/10/09	"28,12,878"	en	"en,fr,hi,it,la,zh,pt,ru,bo"	200000000	769653595	158	45.274225	5.6	1	2009	October	Sat	569653595
17979	A Christmas Carol	11/4/09	"16,18"	en	en	200000000	325233863	96	39.744242	6.6	0	2009	November	Wed	125233863
76757	Jupiter Ascending	2/4/15	"878,14,28,12"	en	en	176000003	183987723	124	85.36908	5.2	1	2015	February	Wed	7987720
258489	The Legend of Tarzan	6/29/16	"28,12"	en	en	180000000	356743061	109	42.741719	5.5	0	2016	June	Wed	176743061
411	"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"	12/7/05	"12,10751,14"	en	"en,de"	180000000	748806957	143	67.391328	6.7	1	2005	December	Wed	568806957
246655	X-Men: Apocalypse	5/18/16	878	en	en	178000000	543934787	144	139.272042	6.4	1	2016	May	Wed	365934787
155	The Dark Knight	7/16/08	"18,28,80,53"	en	"en,zh"	185000000	1004558444	152	187.322927	8.2	1	2008	July	Wed	819558444
14160	Up	5/13/09	"16,35,10751,12"	en	en	175000000	735099082	96	92.201962	7.7	0	2009	May	Wed	560099082
15512	Monsters vs Aliens	3/19/09	"16,10751,12,878"	en	en	175000000	381509870	94	36.167578	6	0	2009	March	Thu	206509870
1726	Iron Man	4/30/08	"28,878,12"	en	"en,fa,ur,ar"	140000000	585174222	126	120.725053	7.4	1	2008	April	Wed	445174222
44826	Hugo	11/22/11	"12,18,10751"	en	en	170000000	185770160	126	32.319043	7	1	2011	November	Tue	15770160
8487	Wild Wild West	6/29/99	"28,12,35,878,37"	en	en	170000000	222104681	106	40.748915	5.1	0	1999	June	Tue	52104681
1735	The Mummy: Tomb of the Dragon Emperor	7/1/08	"12,28,14"	en	"en,zh,sa"	145000000	401128639	112	60.034162	5.2	0	2008	July	Tue	256128639
297761	Suicide Squad	8/2/16	"28,12,80,14,878"	en	en	175000000	745000000	123	90.23792	5.9	1	2016	August	Tue	570000000
2698	Evan Almighty	6/9/07	"14,35,10751"	en	en	175000000	173000000	96	27.082182	5.3	0	2007	June	Sat	-2000000
137113	Edge of Tomorrow	5/27/14	"28,878"	en	en	178000000	370541256	113	79.456485	7.6	0	2014	May	Tue	192541256
9804	Waterworld	7/28/95	"12,28"	en	"en,de,es"	175000000	264218220	135	44.640292	5.9	1	1995	July	Fri	89218220
14869	G.I. Joe: The Rise of Cobra	8/4/09	"12,28,53,878"	en	"en,fr,gd"	175000000	302469017	118	32.852443	5.6	0	2009	August	Tue	127469017
150540	Inside Out	6/9/15	"18,35,16,10751"	en	en	175000000	857611174	94	128.655964	8	0	2015	June	Tue	682611174
278927	The Jungle Book	4/7/16	"10751,12,18,14"	en	en	175000000	966550600	106	94.199316	6.7	0	2016	April	Thu	791550600
10138	Iron Man 2	4/28/10	"12,28,878"	en	"en,ru,fr"	200000000	623933331	124	77.300194	6.6	1	2010	April	Wed	423933331
58595	Snow White and the Huntsman	5/30/12	"12,14,18"	en	en	170000000	396600000	127	77.178973	5.8	1	2012	May	Wed	226600000
102651	Maleficent	5/28/14	"14,12,28,10751,10749"	en	en	180000000	758539785	97	110.620647	7	0	2014	May	Wed	578539785
119450	Dawn of the Planet of the Apes	6/26/14	"878,28,18,53"	en	en	170000000	710644566	130	243.791743	7.3	1	2014	June	Thu	540644566
79698	The Lovers	2/13/15	"28,12,878,10749"	en	en	27000000	83953919	109	2.418535	4.8	0	2015	February	Fri	56953919
64686	47 Ronin	12/6/13	"18,28,12,14"	en	"en,ja"	175000000	150962475	119	41.796339	5.9	0	2013	December	Fri	-24037525
100402	Captain America: The Winter Soldier	3/20/14	"28,12,878"	en	en	170000000	714766572	136	72.225265	7.6	1	2014	March	Thu	544766572
10192	Shrek Forever After	5/16/10	"35,12,14,16,10751"	en	en	165000000	752600867	93	44.041186	6	0	2010	May	Sun	587600867
158852	Tomorrowland	5/19/15	"12,107,519,648,878"	en	en	190000000	209154322	130	130.311355	6.2	1	2015	May	Tue	19154322
177572	Big Hero 6	10/24/14	"12,10751,16,28,35"	en	en	165000000	652105443	102	203.73459	7.8	0	2014	October	Fri	487105443
82690	Wreck-It Ralph	11/1/12	"10751,16,35,12"	en	en	165000000	471222889	108	62.341073	7.1	0	2012	November	Thu	306222889
5255	The Polar Express	11/10/04	"12,16,10751,14"	en	en	165000000	305875730	100	47.323228	6.4	0	2004	November	Wed	140875730
47933	Independence Day: Resurgence	6/22/16	"28,12,878"	en	en	165000000	389681935	120	48.775723	4.9	1	2016	June	Wed	224681935
10191	How to Train Your Dragon	3/5/10	"14,12,16,10751"	en	en	165000000	494878759	98	67.263269	7.5	0	2010	March	Fri	329878759
296	Terminator 3: Rise of the Machines	7/2/03	"28,53,878"	en	en	200000000	435000000	109	69.405188	5.9	0	2003	July	Wed	235000000
118340	Guardians of the Galaxy	7/30/14	"28,878,12"	en	en	170000000	773328629	121	481.098624	7.9	1	2014	July	Wed	603328629
157336	Interstellar	11/5/14	"12,18,878"	en	en	165000000	675120017	169	724.247784	8.1	1	2014	November	Wed	510120017
27205	Inception	7/14/10	"28,53,878,9648,12"	en	"en,ja,fr"	160000000	825532764	148	167.58371	8.1	1	2010	July	Wed	665532764
315011	Shin Godzilla	7/29/16	"28,12,18,27,878"	ja	"it,de,en,ja"	15000000	77000000	120	9.476999	6.5	1	2016	July	Fri	62000000
49051	The Hobbit: An Unexpected Journey	11/26/12	"12,14,28"	en	en	250000000	1021103568	169	108.849621	7	1	2012	November	Mon	771103568
9799	The Fast and the Furious	6/22/01	"28,80,53"	en	en	38000000	207283925	106	6.909942	6.6	0	2001	June	Fri	169283925
4922	The Curious Case of Benjamin Button	11/24/08	"14,18,53,9648,10749"	en	en	150000000	333932083	166	60.269279	7.3	1	2008	November	Mon	183932083
49538	X-Men: First Class	5/24/11	"28,878,12"	en	"de,en,es,fr,ru"	160000000	353624124	132	3.195174	7.1	1	2011	May	Tue	193624124
131634	The Hunger Games: Mockingjay - Part 2	11/18/15	"28,12,878"	en	en	160000000	653428261	137	127.284427	6.6	1	2015	November	Wed	493428261
27022	The Sorcerer's Apprentice	7/13/10	"14,12,28,35,18"	en	en	150000000	215283742	109	35.580815	5.8	0	2010	July	Tue	65283742
503	Poseidon	5/12/06	"12,28,18,53"	en	"en,es"	160000000	181674817	99	21.133748	5.5	0	2006	May	Fri	21674817
241259	Alice Through the Looking Glass	5/25/16	14	en	en	170000000	299370084	113	56.268916	6.5	0	2016	May	Wed	129370084
810	Shrek the Third	5/17/07	"14,12,16,35,10751"	en	fr	160000000	798958165	93	42.986467	6	0	2007	May	Thu	638958165
68735	Warcraft	5/25/16	"28,12,14"	en	en	160000000	433677183	123	63.148529	6.3	1	2016	May	Wed	273677183
87101	Terminator Genisys	6/23/15	"878,28,53,12"	en	en	155000000	440603537	126	202.042635	5.8	1	2015	June	Tue	285603537
10140	The Chronicles of Narnia: The Voyage of the Dawn Treader	8/13/10	"12,10751,14"	en	en	155000000	415686217	113	49.661984	6.2	0	2010	August	Fri	260686217
676	Pearl Harbor	5/21/01	"361,074,910,752"	en	"fr,en,ja"	140000000	449220945	183	34.20669	6.6	1	2001	May	Mon	309220945
1858	Transformers	6/27/07	"12,878,28"	en	"es,en"	150000000	709709780	144	25.468493	6.6	1	2007	June	Wed	559709780
1966	Alexander	11/21/04	"10752,36,28,12,18,10749"	en	en	155000000	167298192	175	39.019229	5.6	1	2004	November	Sun	12298192
675	Harry Potter and the Order of the Phoenix	6/28/07	"12,14,10751,9648"	en	en	150000000	938212738	138	78.144395	7.4	1	2007	June	Thu	788212738
674	Harry Potter and the Goblet of Fire	11/5/05	"12,14,10751"	en	"en,fr"	150000000	895921036	157	101.250416	7.5	1	2005	November	Sat	745921036
8960	Hancock	7/1/08	"14,28"	en	"en,ja"	150000000	624029371	92	56.758411	6.2	0	2008	July	Tue	474029371
6479	I Am Legend	12/14/07	"18,27,28,53,878"	en	en	150000000	585349010	101	70.867401	6.9	0	2007	December	Fri	435349010
118	Charlie and the Chocolate Factory	7/13/05	"12,35,10751,14"	en	en	150000000	474968763	115	53.905592	6.7	0	2005	July	Wed	324968763
2062	Ratatouille	6/22/07	"16,35,10751,14"	en	en	150000000	623722818	111	65.677399	7.5	0	2007	June	Fri	473722818
272	Batman Begins	6/10/05	"28,80,18"	en	"en,ur,zh"	150000000	374218673	140	115.040024	7.5	1	2005	June	Fri	224218673
10527	Madagascar: Escape 2 Africa	10/30/08	"10751,16"	en	"en,it,th"	150000000	603900354	89	44.141021	6.2	0	2008	October	Thu	453900354
18360	Night at the Museum: Battle of the Smithsonian	5/20/09	"12,14,28,35,10751"	en	en	150000000	413106170	105	81.781591	5.9	0	2009	May	Wed	263106170
2080	X-Men Origins: Wolverine	4/28/09	"12,28,53,878"	en	en	150000000	373062864	107	5.954334	6.2	0	2009	April	Tue	223062864
605	The Matrix Revolutions	11/5/03	"12,28,53,878"	en	"en,fr"	150000000	424988211	129	73.313918	6.4	1	2003	November	Wed	274988211
109445	Frozen	11/27/13	"16,12,10751"	en	en	150000000	1274219009	102	165.125366	7.3	0	2013	November	Wed	1124219009
604	The Matrix Reloaded	5/15/03	"12,28,53,878"	en	en	150000000	738599701	138	70.78591	6.7	1	2003	May	Thu	588599701
76338	Thor: The Dark World	10/29/13	"28,12,14"	en	en	170000000	644571402	112	99.499595	6.8	0	2013	October	Tue	474571402
76341	Mad Max: Fury Road	5/13/15	"28,12,878,53"	en	en	150000000	378858340	120	434.278564	7.2	1	2015	May	Wed	228858340
13448	Angels & Demons	5/13/09	"539,648"	en	"en,it,la,fr,de,zh"	150000000	356613439	138	67.447636	6.5	1	2009	May	Wed	206613439
10195	Thor	4/21/11	"12,14,28"	en	en	150000000	449326618	115	86.493424	6.6	0	2011	April	Thu	299326618
13053	Bolt	11/21/08	"16,10751,12,35"	en	en	150000000	309979994	98	41.845878	6.3	0	2008	November	Fri	159979994
19585	G-Force	7/21/09	"14,28,12,10751,35"	en	en	150000000	292817841	88	26.710398	5.1	0	2009	July	Tue	142817841
57165	Wrath of the Titans	3/27/12	12	en	en	150000000	301000000	99	44.927635	5.5	0	2012	March	Tue	151000000
62213	Dark Shadows	5/8/12	"35,14"	en	en	150000000	245527149	113	50.306728	5.7	0	2012	May	Tue	95527149
177677	Mission: Impossible - Rogue Nation	7/23/15	"28,12,53"	en	"de,en,sv"	150000000	682330139	131	114.522237	7.1	1	2015	July	Thu	532330139
7978	The Wolfman	2/11/10	"18,27,53"	en	en	150000000	83953919	102	21.214571	5.5	0	2010	February	Thu	-66046081
5559	Bee Movie	10/28/07	"10751,16,12,35"	en	en	150000000	287594577	91	29.332905	5.7	0	2007	October	Sun	137594577
49444	Kung Fu Panda 2	5/25/11	"1,610,751"	en	en	150000000	665692281	91	51.247321	6.7	0	2011	May	Wed	515692281
10196	The Last Airbender	6/30/10	"28,12,10751,14"	en	en	150000000	318502923	103	33.769336	4.7	0	2010	June	Wed	168502923
956	Mission: Impossible III	5/3/06	"12,28,53"	en	"de,en,it,zh,cs,cn"	150000000	397850012	126	63.079003	6.5	1	2006	May	Wed	247850012
117251	White House Down	6/27/13	"28,18,53"	en	en	150000000	205366737	131	39.004588	6.4	1	2013	June	Thu	55366737
50321	Mars Needs Moms	3/9/11	"12,16,10751"	en	en	150000000	38992758	88	12.362599	5.5	0	2011	March	Wed	-111007242
11619	Flushed Away	10/22/06	"12,16,35,10751"	en	en	149000000	64459316	85	22.550135	6	0	2006	October	Sun	-84540684
266647	Pan	9/24/15	"12,10751,14"	en	en	150000000	128388320	111	48.03528	5.9	0	2015	September	Thu	-21611680
82703	Mr. Peabody & Sherman	2/7/14	"16,12,10751"	en	en	145000000	272912430	92	38.73494	6.7	0	2014	February	Fri	127912430
652	Troy	5/13/04	"12,18,10752"	en	en	175000000	497409852	163	66.803149	6.9	1	2004	May	Thu	322409852
80321	Madagascar 3: Europe's Most Wanted	6/6/12	"1,610,751"	en	"en,es,th"	145000000	746921274	93	44.989192	6.4	0	2012	June	Wed	601921274
36669	Die Another Day	11/17/02	"12,28,53"	en	"en,ko,cn,de,es,is,it"	140000000	431971116	133	54.159392	5.8	1	2002	November	Sun	291971116
43074	Ghostbusters	7/14/16	"28,14,35"	en	en	144000000	229147509	116	66.21806	5.3	0	2016	July	Thu	85147509
95	Armageddon	7/1/98	"28,53,878,12"	en	"en,ru"	140000000	553799566	151	58.485967	6.4	1	1998	July	Wed	413799566
608	Men in Black II	7/3/02	"28,12,35,878"	en	en	140000000	441818803	88	91.332849	6	0	2002	July	Wed	301818803
2310	Beowulf	11/5/07	"12,28,16"	en	en	70000000	195735876	115	35.601665	5.5	0	2007	November	Mon	125735876
140300	Kung Fu Panda 3	1/23/16	"28,12,16,35,10751"	en	en	145000000	521170825	95	56.747978	6.7	0	2016	January	Sat	376170825
56292	Mission: Impossible - Ghost Protocol	12/7/11	"28,53,12"	en	"en,ru,fr,ar,sv"	145000000	694713380	133	77.77477	6.8	1	2011	December	Wed	549713380
81188	Rise of the Guardians	11/21/12	"14,16,10751"	en	"fr,en"	145000000	306941670	97	61.788035	7.1	0	2012	November	Wed	161941670
7552	Fun with Dick and Jane	12/21/05	35	en	en	100000000	202026112	90	25.159168	5.9	0	2005	December	Wed	102026112
616	The Last Samurai	12/5/03	"18,28,10752,36"	en	"en,ja"	140000000	456758981	154	52.341226	7.3	1	2003	December	Fri	316758981
147441	Exodus: Gods and Kings	12/3/14	"12,18,28"	en	en	140000000	268031828	150	101.599427	5.6	1	2014	December	Wed	128031828
13475	Star Trek	5/6/09	"878,28,12"	en	en	150000000	385680446	127	73.616808	7.4	1	2009	May	Wed	235680446
557	Spider-Man	5/1/02	"14,28"	en	en	139000000	821708551	121	82.502566	6.8	1	2002	May	Wed	682708551
82702	How to Train Your Dragon 2	6/12/14	"14,28,12,16,35,10751"	en	en	145000000	609123048	102	100.21391	7.6	0	2014	June	Thu	464123048
205584	Gods of Egypt	2/25/16	14	en	en	140000000	150680864	127	56.257249	5.3	1	2016	February	Thu	10680864
10048	Stealth	7/28/05	28	en	"en,de,ko,ru,es"	135000000	76932943	121	17.88953	4.9	1	2005	July	Thu	-58067057
13183	Watchmen	3/5/09	"289,648,878"	en	en	130000000	185258983	163	64.798873	7	1	2009	March	Thu	55258983
944	Lethal Weapon 4	7/10/98	"28,12,35,80,53"	en	"en,cn,zh"	140000000	285444603	127	24.855701	6.3	1	1998	July	Fri	145444603
1927	Hulk	6/19/03	"18,28,878"	en	"en,es"	137000000	245360480	138	34.981698	5.3	1	2003	June	Thu	108360480
72559	G.I. Joe: Retaliation	3/26/13	"12,28,878,53"	en	en	130000000	371876278	110	59.325589	5.4	0	2013	March	Tue	241876278
7364	Sahara	4/6/05	"28,12,35,18,9648"	en	"en,fr,ar"	130000000	119269486	124	21.605568	5.7	1	2005	April	Wed	-10730514
2114	Final Fantasy: The Spirits Within	7/2/01	"12,28,16,14,878,53"	en	en	137000000	85131830	106	26.074908	5.9	0	2001	July	Mon	-51868170
1771	Captain America: The First Avenger	7/22/11	"28,12,878"	en	"fr,no,en"	140000000	370569774	124	74.506246	6.6	1	2011	July	Fri	230569774
36643	The World Is Not Enough	11/8/99	"12,28,53"	en	"en,ru"	135000000	361832400	128	39.604363	6	1	1999	November	Mon	226832400
8619	Master and Commander: The Far Side of the World	11/14/03	12	en	"fr,pt,en"	150000000	212011111	138	36.973031	6.9	1	2003	November	Fri	62011111
50620	The Twilight Saga: Breaking Dawn - Part 2	11/13/12	"12,14,18,10749"	en	en	120000000	829000000	115	99.687084	6.1	0	2012	November	Tue	709000000
65759	Happy Feet Two	11/17/11	"16,35,10751"	en	en	130000000	150406466	100	17.7735	5.8	0	2011	November	Thu	20406466
1724	The Incredible Hulk	6/12/08	"878,28,12"	en	"pt,es,en"	150000000	163712074	114	62.898336	6.1	0	2008	June	Thu	13712074
267935	The BFG	6/1/16	"12,10751,14"	en	en	140000000	183345589	120	44.19092	6	1	2016	June	Wed	43345589
281957	The Revenant	12/25/15	"37,18,12,53"	en	"en,fr"	135000000	532950503	156	100.635882	7.3	1	2015	December	Fri	397950503
77950	Turbo	7/11/13	"1,610,751"	en	en	135000000	282570682	96	44.765377	6.1	0	2013	July	Thu	147570682
44896	Rango	3/2/11	"16,35,10751,37,12"	en	en	135000000	245724603	107	29.91353	6.6	0	2011	March	Wed	110724603
270946	Penguins of Madagascar	11/22/14	"10751,16,12,35"	en	en	132000000	373552094	92	84.366984	6.5	0	2014	November	Sat	241552094
2503	The Bourne Ultimatum	8/3/07	"28,18,9648,53"	en	"en,fr,ar,ru,es"	70000000	442824138	115	45.381501	7.3	0	2007	August	Fri	372824138
9502	Kung Fu Panda	6/4/08	"12,16,10751,35"	en	en	130000000	631744560	90	84.689648	6.9	0	2008	June	Wed	501744560
102899	Ant-Man	7/14/15	"878,28,12"	en	en	130000000	519311965	117	120.09361	7	0	2015	July	Tue	389311965
101299	The Hunger Games: Catching Fire	11/15/13	"12,28,878"	en	en	130000000	847423452	146	76.310119	7.4	1	2013	November	Fri	717423452
228161	Home	3/18/15	"14,35,16,878,10751"	en	en	135000000	368871007	94	63.473086	6.8	0	2015	March	Wed	233871007
74	War of the Worlds	6/28/05	"12,53,878"	en	en	132000000	591739379	116	48.572726	6.2	0	2005	June	Tue	459739379
8961	Bad Boys II	7/18/03	"12,28,35,53,80"	en	"en,es"	130000000	273339556	147	38.068736	6.3	1	2003	July	Fri	143339556
417859	Puss in Boots	10/28/11	"28,12,16,10751,14"	en	"es,en"	130000000	554987477	90	20.678787	6.4	0	2011	October	Fri	424987477
27576	Salt	7/21/10	"28,9648,53"	en	"en,ru,ko"	110000000	293329073	100	48.829437	6.2	0	2010	July	Wed	183329073
86834	Noah	3/20/14	"18,12"	en	en	125000000	362637473	139	46.115758	5.6	1	2014	March	Thu	237637473
17578	The Adventures of Tintin	10/25/11	"12,16,9648"	en	en	130000000	371940071	107	89.938296	6.7	0	2011	October	Tue	241940071
673	Harry Potter and the Prisoner of Azkaban	5/31/04	"12,14,10751"	en	en	130000000	789804554	141	79.679601	7.7	1	2004	May	Mon	659804554
6972	Australia	11/18/08	18	en	"en,ja"	130000000	49554002	165	28.840997	6.3	1	2008	November	Tue	-80445998
82700	After Earth	5/30/13	"878,28,12"	en	en	130000000	243843127	100	42.840582	5	0	2013	May	Thu	113843127
10567	Dinosaur	5/19/00	"1,610,751"	en	en	127500000	354248063	82	26.548594	6.2	0	2000	May	Fri	226748063
181533	Night at the Museum: Secret of the Tomb	12/17/14	"12,35,14,10751"	en	en	127000000	349424282	97	115.597753	6.1	0	2014	December	Wed	222424282
38055	Megamind	10/28/10	"16,28,35,10751,878"	en	en	130000000	321887208	95	68.757242	6.7	0	2010	October	Thu	191887208
671	Harry Potter and the Philosopher's Stone	11/16/01	"12,14,10751"	en	en	125000000	976475550	152	109.984351	7.5	1	2001	November	Fri	851475550
49524	R.I.P.D.	7/18/13	"14,28,35,80"	en	en	130000000	61648500	96	39.448066	5.4	0	2013	July	Thu	-68351500
22	Pirates of the Caribbean: The Curse of the Black Pearl	7/9/03	"12,14,28"	en	en	140000000	655011224	143	271.972889	7.5	1	2003	July	Wed	515011224
131631	The Hunger Games: Mockingjay - Part 1	11/18/14	"878,12,53"	en	en	125000000	752100229	123	206.227151	6.6	1	2014	November	Tue	627100229
591	The Da Vinci Code	5/17/06	"539,648"	en	"en,fr,la,es"	125000000	767820459	149	45.313197	6.5	1	2006	May	Wed	642820459
172385	Rio 2	3/19/14	"16,12,35,10751"	en	"en,pt"	103000000	500188435	102	42.40024	6.3	0	2014	March	Wed	397188435
36658	X2	4/24/03	"12,28,878,53"	en	"en,de,it"	110000000	407711549	133	2.871739	6.8	1	2003	April	Thu	297711549
